"image","round","plate","row","col","startlivefronds","startdeadfronds","particles","area","perim","mean","circ","feret","minferet","ar","round","solid","perred","pergreen","perblue","numrow"
"DSC_1058_Plate2Round1Start.JPG",1,2,"e",6,2,0,1,1827,277.948,91.501,0.297,73.824,42.472,1.633,0.612,0.767,0.344695686385941,0.392243436319457,0.263170165717679,5
"DSC_1058_Plate2Round1Start.JPG",1,2,"f",6,2,0,1,1331,197.823,94.533,0.427,55.803,36.635,1.64,0.61,0.821,0.352049901445351,0.386126185212219,0.262130684522865,6
"DSC_1058_Plate2Round1Start.JPG",1,2,"g",6,2,0,2,1841,368.416,97.8985,0.3405,46.0495,35.2285,1.1035,0.913,0.746,0.345762234564489,0.377315691668956,0.276729836255437,7
"DSC_1058_Plate2Round1Start.JPG",1,2,"h",6,1,1,1,461,89.64,92.614,0.721,34.059,19.799,1.745,0.573,0.891,0.331310600989051,0.372143160501292,0.295833603270924,8
"DSC_1058_Plate2Round1Start.JPG",1,2,"a",7,2,0,1,2837,324.617,95.175,0.338,90.521,47.479,2.197,0.455,0.811,0.354665966202609,0.382390333596007,0.262915681639086,1
"DSC_1058_Plate2Round1Start.JPG",1,2,"b",7,2,0,1,2541,253.179,88.754,0.498,81.908,42.939,2.17,0.461,0.866,0.341764878202673,0.394352179432289,0.263916743658502,2
"DSC_1058_Plate2Round1Start.JPG",1,2,"c",7,1,0,1,215,114.953,98.312,0.204,28.601,19.615,1.407,0.711,0.546,0.343030352347628,0.396316489001004,0.261026120921149,3
"DSC_1058_Plate2Round1Start.JPG",1,2,"d",7,2,0,1,1709,214.007,90.199,0.469,66.843,41.43,1.642,0.609,0.868,0.339870730274172,0.397291913805401,0.262896484439961,4
"DSC_1058_Plate2Round1Start.JPG",1,2,"e",7,2,0,1,4068,331.505,87.166,0.465,110.86,56.252,2.21,0.452,0.819,0.346297103610735,0.400010707538872,0.253986646169378,5
"DSC_1058_Plate2Round1Start.JPG",1,2,"f",7,2,1,1,947,160.652,95.036,0.461,49.396,28.599,1.877,0.533,0.847,0.352192853234564,0.397877295621308,0.250312162408631,6
"DSC_1058_Plate2Round1Start.JPG",1,2,"g",7,2,1,1,4151,325.505,88.718,0.492,107.201,56.198,2.155,0.464,0.855,0.353810200109711,0.395887343417721,0.250366329268018,7
"DSC_1058_Plate2Round1Start.JPG",1,2,"h",7,1,1,1,1193,164.066,95.652,0.557,56.036,30.859,2.036,0.491,0.863,0.351569578611355,0.375691743681958,0.273066254059856,8
"DSC_1058_Plate2Round1Start.JPG",1,2,"a",8,2,0,1,2339,244.35,89.223,0.492,74.324,45.945,1.913,0.523,0.857,0.338548729961258,0.37804153637515,0.283051081746485,1
"DSC_1058_Plate2Round1Start.JPG",1,2,"b",8,3,1,1,2691,353.546,93.066,0.271,113.719,35.618,3.855,0.259,0.759,0.349279006296607,0.384723386270675,0.266362939562604,2
"DSC_1058_Plate2Round1Start.JPG",1,2,"c",8,2,0,1,2114,260.191,94.753,0.392,78.237,38.172,2.214,0.452,0.847,0.351538561663835,0.389183807724646,0.259622386626281,3
"DSC_1058_Plate2Round1Start.JPG",1,2,"d",8,1,1,1,563,126.752,100.56,0.44,39.051,23.724,1.644,0.608,0.793,0.333426146910634,0.378579952267303,0.287483426146911,4
"DSC_1058_Plate2Round1Start.JPG",1,2,"e",8,2,1,1,2884,275.362,91.963,0.478,91.241,46.322,2.184,0.458,0.853,0.347135985849381,0.396068708792304,0.256860548988905,5
"DSC_1058_Plate2Round1Start.JPG",1,2,"f",8,2,0,1,1182,166.652,94.459,0.535,57.428,32.402,1.825,0.548,0.845,0.338725443490474,0.38359852775631,0.277531345169156,6
"DSC_1058_Plate2Round1Start.JPG",1,2,"g",8,2,0,1,997,144.995,94.881,0.596,50.22,29.501,1.727,0.579,0.876,0.350892170192135,0.385191274684429,0.264169503553574,7
"DSC_1058_Plate2Round1Start.JPG",1,2,"h",8,2,0,1,1258,156.409,94.164,0.646,54.672,33.129,1.778,0.562,0.882,0.342158362006712,0.373373405264574,0.284422213726406,8
"DSC_1058_Plate2Round1Start.JPG",1,2,"a",9,2,0,1,2341,208.693,87.526,0.675,77.795,40.213,2.068,0.483,0.918,0.336143926757002,0.380862067652279,0.282578890843864,1
"DSC_1058_Plate2Round1Start.JPG",1,2,"b",9,2,0,1,1578,224.007,96.378,0.395,62.682,38,1.604,0.623,0.816,0.343864782419224,0.376261525797727,0.279517455574232,2
"DSC_1058_Plate2Round1Start.JPG",1,2,"c",9,1,1,1,642,114.953,94.779,0.611,37,26.916,1.479,0.676,0.857,0.336505625367082,0.387905900392844,0.275648262449136,3
"DSC_1058_Plate2Round1Start.JPG",1,2,"d",9,2,0,1,2130,231.907,97.863,0.498,80.529,41.767,2.206,0.453,0.844,0.336269410638682,0.381550398686599,0.281856609069141,4
"DSC_1058_Plate2Round1Start.JPG",1,2,"e",9,2,0,1,1554,225.907,97.868,0.383,62.37,37.477,1.884,0.531,0.808,0.338782850369886,0.387099630795221,0.274161796160815,5
"DSC_1058_Plate2Round1Start.JPG",1,2,"f",9,3,0,2,3191,356.275,93.3835,0.5715,58.0235,36.678,1.599,0.704,0.853,0.347849172704902,0.394314247517491,0.25812423601614,6
"DSC_1058_Plate2Round1Start.JPG",1,2,"g",9,4,1,1,4675,409.345,85.419,0.351,108.757,74.152,1.768,0.566,0.788,0.358062413904791,0.40263875718517,0.239447117542155,7
"DSC_1058_Plate2Round1Start.JPG",1,2,"h",9,2,0,1,861,170.894,98.706,0.37,51.088,28.941,1.854,0.539,0.778,0.339807103924787,0.368626696114387,0.29096508824185,8
"DSC_1058_Plate2Round1Start.JPG",1,2,"a",10,3,0,1,3340,302.777,91.115,0.458,91.417,68.879,1.344,0.744,0.785,0.354339753790997,0.384887230423092,0.261003493753315,1
"DSC_1058_Plate2Round1Start.JPG",1,2,"b",10,2,0,1,1760,241.463,97.185,0.379,71.805,40.021,2.118,0.472,0.81,0.344250655965427,0.3779046835074,0.277940697295536,2
"DSC_1058_Plate2Round1Start.JPG",1,2,"c",10,2,0,1,1089,180.936,94.976,0.418,66.038,24.745,3.191,0.313,0.788,0.34586983378257,0.380745311096137,0.273556828391734,3
"DSC_1058_Plate2Round1Start.JPG",1,2,"d",10,3,0,2,5012,467.63,95.5575,0.5535,74.2,45.874,1.674,0.6115,0.841,0.348165316072561,0.380331472577343,0.271821184930164,4
"DSC_1058_Plate2Round1Start.JPG",1,2,"e",10,2,0,1,1967,238.492,94.998,0.435,69.405,41.012,2.045,0.489,0.813,0.342452823568215,0.385920405341867,0.271510979178509,5
"DSC_1058_Plate2Round1Start.JPG",1,2,"f",10,2,0,1,4257,327.848,88.988,0.498,101.833,64.06,1.774,0.564,0.852,0.350197030311203,0.391401087787117,0.258645360423128,6
"DSC_1058_Plate2Round1Start.JPG",1,2,"g",10,2,0,1,2566,232.693,87.969,0.596,81.841,43.83,2.074,0.482,0.873,0.346444012474091,0.397920479562876,0.255536988408796,7
"DSC_1058_Plate2Round1Start.JPG",1,2,"h",10,2,0,1,1435,153.439,89.491,0.766,53.814,40.603,1.345,0.744,0.929,0.343014008857501,0.385349737217523,0.27134572191617,8
"DSC_1058_Plate2Round1Start.JPG",1,2,"a",11,2,0,1,2364,262.492,88.755,0.431,79.925,42.561,2.217,0.451,0.826,0.34623777064203,0.377661352412071,0.275612641541322,1
"DSC_1058_Plate2Round1Start.JPG",1,2,"b",11,2,2,3,1848,337.689,97.2583333333333,0.610333333333333,36.8983333333333,24.441,1.50333333333333,0.667666666666667,0.840333333333333,0.342287209461646,0.380251298592138,0.277407355151662,2
"DSC_1058_Plate2Round1Start.JPG",1,2,"c",11,2,0,1,2926,261.806,88.807,0.536,86.377,48.432,1.924,0.52,0.861,0.344586200036784,0.392221333903859,0.263421426989614,3
"DSC_1058_Plate2Round1Start.JPG",1,2,"d",11,2,0,1,3290,329.546,91.785,0.381,92.655,55.631,1.823,0.549,0.856,0.348982222948557,0.383995206188375,0.266931778976231,4
"DSC_1058_Plate2Round1Start.JPG",1,2,"e",11,2,0,1,2639,281.848,92.595,0.417,86.816,42.767,2.277,0.439,0.843,0.351898050650683,0.390589844664039,0.257710099537412,5
"DSC_1058_Plate2Round1Start.JPG",1,2,"f",11,2,1,1,2080,222.35,92.418,0.529,74.095,41.193,2.043,0.489,0.844,0.350732541279837,0.388142281085214,0.261218954460531,6
"DSC_1058_Plate2Round1Start.JPG",1,2,"g",11,1,0,1,1821,191.723,90.758,0.623,58.189,42.696,1.382,0.724,0.906,0.337986733951828,0.388531405863211,0.273323931040055,7
"DSC_1058_Plate2Round1Start.JPG",1,2,"h",11,2,0,1,3382,287.22,80.388,0.515,95.525,49.37,2.128,0.47,0.856,0.34969149624322,0.398090096365958,0.252541838748735,8
"DSC_1058_Plate2Round1Start.JPG",1,2,"a",12,4,0,1,3522,306.777,80.858,0.47,92.801,68.294,1.312,0.762,0.829,0.345189509180704,0.382497712038388,0.272131390833313,1
"DSC_1058_Plate2Round1Start.JPG",1,2,"b",12,2,1,1,2368,263.664,87.635,0.428,82,43.333,1.849,0.541,0.844,0.344653011544094,0.380829577223712,0.274353854053746,2
"DSC_1058_Plate2Round1Start.JPG",1,2,"c",12,4,0,2,5271,488.944,87.8835,0.5585,83.314,45.5585,2.0745,0.4855,0.8435,0.345316690349426,0.387156250420482,0.267388425269184,3
"DSC_1058_Plate2Round1Start.JPG",1,2,"d",12,2,0,1,2842,243.078,90.903,0.604,83.63,44.523,2.039,0.49,0.891,0.345173793310818,0.384714109178648,0.270053426912936,4
"DSC_1058_Plate2Round1Start.JPG",1,2,"e",12,3,1,3,4456,561.553,95.9296666666667,0.458,60.7823333333333,35.8946666666667,1.716,0.584666666666667,0.787333333333333,0.348906730777951,0.375370726457878,0.275943297139291,5
"DSC_1058_Plate2Round1Start.JPG",1,2,"f",12,3,0,2,4031,417.144,89.632,0.562,68.304,40.813,1.8065,0.5645,0.867,0.353144148272927,0.39380495880865,0.253289131191314,6
"DSC_1058_Plate2Round1Start.JPG",1,2,"g",12,2,0,1,2745,250.007,90.746,0.552,86.579,50.268,1.84,0.544,0.866,0.336760481637391,0.380461214084735,0.282348533268684,7
"DSC_1058_Plate2Round1Start.JPG",1,2,"h",12,2,0,1,1741,176.267,85.101,0.704,59.682,38.981,1.555,0.643,0.909,0.347845501227953,0.387547345702949,0.264540565524103,8
"DSC_1054_Plate3Round1Start.JPG",1,3,"a",1,2,0,1,1699,179.924,78.201,0.66,65.368,37.843,1.824,0.548,0.917,0.350306688320269,0.385796430565679,0.26384146835292,1
"DSC_1054_Plate3Round1Start.JPG",1,3,"b",1,2,0,1,1980,331.262,76.107,0.227,79.63,48.396,2.071,0.483,0.733,0.334493979966801,0.377503602384362,0.287647653960871,2
"DSC_1054_Plate3Round1Start.JPG",1,3,"c",1,1,0,1,685,141.924,94.943,0.427,48.466,23.655,2.104,0.475,0.819,0.352127065713112,0.369031945483079,0.278949826035972,3
"DSC_1054_Plate3Round1Start.JPG",1,3,"d",1,3,0,1,3831,301.948,76.576,0.528,96.177,66.637,1.598,0.626,0.842,0.350597228026188,0.394144379440033,0.255245333611924,4
"DSC_1054_Plate3Round1Start.JPG",1,3,"e",1,1,0,1,392,104.083,89.041,0.455,43.29,14.796,2.952,0.339,0.856,0.360062592887921,0.371035066242892,0.269119469308146,5
"DSC_1054_Plate3Round1Start.JPG",1,3,"f",1,2,0,1,392,104.083,89.041,0.455,43.29,14.796,2.952,0.339,0.856,0.360062592887921,0.371035066242892,0.269119469308146,6
"DSC_1054_Plate3Round1Start.JPG",1,3,"g",1,1,0,1,1739,162.267,84.243,0.83,52.953,43,1.203,0.831,0.959,0.349754084414531,0.387280446644429,0.263230575042832,7
"DSC_1054_Plate3Round1Start.JPG",1,3,"h",1,2,0,1,1649,177.095,82.476,0.661,60.166,35.86,1.78,0.562,0.911,0.349721939311638,0.383222594047561,0.267213088251936,8
"DSC_1054_Plate3Round1Start.JPG",1,3,"a",2,2,1,1,1545,182.267,87.367,0.584,62.434,37.501,1.708,0.586,0.847,0.347972728070477,0.378064181365199,0.273833369578903,1
"DSC_1054_Plate3Round1Start.JPG",1,3,"b",2,2,0,1,1986,215.622,81.119,0.537,74.847,43.453,1.957,0.511,0.838,0.342180418068928,0.382627169138344,0.275118447383885,2
"DSC_1054_Plate3Round1Start.JPG",1,3,"c",2,2,0,1,2462,277.706,84.969,0.401,87.818,41.98,2.49,0.402,0.815,0.344090197601478,0.381366537599987,0.274496188806114,3
"DSC_1054_Plate3Round1Start.JPG",1,3,"d",2,2,0,1,3634,287.706,82.726,0.552,97.801,51.53,2.159,0.463,0.863,0.353899217497119,0.393378945756675,0.252943451877282,4
"DSC_1054_Plate3Round1Start.JPG",1,3,"e",2,2,0,1,2469,230.693,85.021,0.583,86.977,43.03,2.122,0.471,0.888,0.349795932769551,0.386869126451112,0.263507447179716,5
"DSC_1054_Plate3Round1Start.JPG",1,3,"f",2,2,0,1,3474,271.664,79.563,0.592,88.527,53.087,1.806,0.554,0.893,0.354486381860915,0.394320643180038,0.251167837646477,6
"DSC_1054_Plate3Round1Start.JPG",1,3,"g",2,2,0,1,4135,292.392,83.125,0.608,100.648,58.073,1.869,0.535,0.88,0.353948872180451,0.391859649122807,0.254391979949875,7
"DSC_1054_Plate3Round1Start.JPG",1,3,"h",2,2,0,1,3335,275.664,74.9,0.552,90.973,54.476,1.871,0.534,0.862,0.351214953271028,0.396105919003115,0.252701379617267,8
"DSC_1054_Plate3Round1Start.JPG",1,3,"a",3,3,1,2,3580,380.919,87.6755,0.601,65.886,34.16,2.1635,0.4625,0.888,0.353624684793127,0.378137758663213,0.268539372193123,1
"DSC_1054_Plate3Round1Start.JPG",1,3,"b",3,2,0,1,1960,179.723,82.849,0.763,59.816,44.548,1.362,0.734,0.921,0.333196538280486,0.384921161792337,0.281556405830688,2
"DSC_1054_Plate3Round1Start.JPG",1,3,"c",3,2,0,1,1775,192.066,91.701,0.605,67.476,37.072,1.847,0.541,0.911,0.348276827224712,0.37144996601273,0.280189601712813,3
"DSC_1054_Plate3Round1Start.JPG",1,3,"d",3,2,0,1,3322,266.049,84.402,0.59,89.32,49.845,1.898,0.527,0.89,0.358798764642228,0.399631130383956,0.241574054327307,4
"DSC_1054_Plate3Round1Start.JPG",1,3,"e",3,3,1,1,3458,418.115,85.832,0.249,96.876,64.072,1.572,0.636,0.766,0.358506539907416,0.390328393450772,0.251332059527138,5
"DSC_1054_Plate3Round1Start.JPG",1,3,"f",3,2,0,1,2381,317.404,90.814,0.297,83.361,50.451,1.682,0.594,0.789,0.362223886184949,0.379746881905139,0.258143017596406,6
"DSC_1054_Plate3Round1Start.JPG",1,3,"g",3,2,0,1,3103,261.078,80.811,0.572,84.723,55.307,1.746,0.573,0.868,0.354332949722191,0.401603742064818,0.244013810001114,7
"DSC_1054_Plate3Round1Start.JPG",1,3,"h",3,3,0,2,4291,419.345,83.5545,0.5735,66.578,42.9785,1.53,0.696,0.877,0.355921987438816,0.385730544727993,0.258630290420924,8
"DSC_1054_Plate3Round1Start.JPG",1,3,"a",4,2,2,3,2480,378.374,80.3656666666667,0.507666666666667,42.5463333333333,26.5536666666667,1.907,0.603666666666667,0.771333333333333,0.340491257145344,0.373249171482543,0.286419645491851,1
"DSC_1054_Plate3Round1Start.JPG",1,3,"b",4,2,0,1,5035,331.404,85.687,0.576,118.562,58.955,2.289,0.437,0.884,0.350593827924111,0.390471522323495,0.25895799051587,2
"DSC_1054_Plate3Round1Start.JPG",1,3,"c",4,1,1,1,1564,204.309,89.639,0.471,67.676,37.742,1.786,0.56,0.761,0.35005968384297,0.390313739927189,0.260043061613807,3
"DSC_1054_Plate3Round1Start.JPG",1,3,"d",4,2,0,1,2148,322.676,88.447,0.259,98.082,40.077,2.948,0.339,0.7,0.342762709117701,0.379334516716226,0.278019604961163,4
"DSC_1054_Plate3Round1Start.JPG",1,3,"e",4,1,0,1,1105,133.296,86.4,0.782,49.244,32.929,1.492,0.67,0.936,0.347681327160494,0.395655864197531,0.256666666666667,5
"DSC_1054_Plate3Round1Start.JPG",1,3,"f",4,3,0,1,4093,314.049,78.961,0.522,101.833,58.651,1.905,0.525,0.864,0.350447267216305,0.400674594631105,0.249030111911788,6
"DSC_1054_Plate3Round1Start.JPG",1,3,"g",4,2,0,1,3093,283.948,85.098,0.482,94.921,44.866,2.27,0.441,0.868,0.345225504712214,0.39261008876041,0.262195742947347,7
"DSC_1054_Plate3Round1Start.JPG",1,3,"h",4,4,0,2,6215,497.127,77.6925,0.6425,80.736,54.364,1.544,0.666,0.884,0.358805401825452,0.399469440122483,0.241850827203892,8
"DSC_1054_Plate3Round1Start.JPG",1,3,"a",5,2,0,1,2644,229.522,88.197,0.631,82.219,43.839,1.962,0.51,0.893,0.34654239940134,0.378837526597654,0.27407205838445,1
"DSC_1054_Plate3Round1Start.JPG",1,3,"b",5,2,0,2,1595,306.777,84.342,0.3975,50.4755,21.2535,2.2585,0.4515,0.78,0.33793384951007,0.373565937001678,0.288924656465442,2
"DSC_1054_Plate3Round1Start.JPG",1,3,"c",5,2,0,1,2844,261.12,85.588,0.524,86.47,47.504,2.027,0.493,0.859,0.352401426991323,0.392481033166643,0.25528890342883,3
"DSC_1054_Plate3Round1Start.JPG",1,3,"d",5,2,1,1,1615,187.38,92.822,0.578,55.362,47.674,1.163,0.86,0.836,0.349227553812674,0.372785187419649,0.277990849870361,4
"DSC_1054_Plate3Round1Start.JPG",1,3,"e",5,1,1,1,1757,235.078,90.874,0.4,62.032,44.082,1.552,0.644,0.843,0.362549610816442,0.394263852513737,0.243428630117892,5
"DSC_1054_Plate3Round1Start.JPG",1,3,"f",5,3,0,1,4771,333.262,75.483,0.54,110,65.614,1.935,0.517,0.859,0.350047913658263,0.40699671890801,0.24284055129411,6
"DSC_1054_Plate3Round1Start.JPG",1,3,"g",5,5,0,2,7237,609.311,83.7795,0.4375,84.7035,63.7815,1.3245,0.7555,0.85,0.365783672074751,0.391169885831258,0.243256089504712,7
"DSC_1054_Plate3Round1Start.JPG",1,3,"h",5,3,0,1,4146,309.948,76.991,0.542,97.908,65,1.716,0.583,0.841,0.353045594073766,0.398609361267334,0.248531213605053,8
"DSC_1054_Plate3Round1Start.JPG",1,3,"a",6,3,0,1,2443,219.037,87.07,0.64,73.355,53.47,1.539,0.65,0.859,0.346154435128824,0.377454921327667,0.276348531832625,1
"DSC_1054_Plate3Round1Start.JPG",1,3,"b",6,2,0,1,2274,233.522,90.719,0.524,75.326,41.793,1.915,0.522,0.875,0.346752058554437,0.380960254558949,0.272151735946531,2
"DSC_1054_Plate3Round1Start.JPG",1,3,"c",6,2,0,1,1551,263.362,96.562,0.281,58.189,41.352,1.538,0.65,0.799,0.352257271666563,0.375119957471193,0.272943808123278,3
"DSC_1054_Plate3Round1Start.JPG",1,3,"d",6,2,0,1,3444,265.907,85.565,0.612,91.788,50.565,2.008,0.498,0.909,0.353407740703948,0.401951732600947,0.244991137341982,4
"DSC_1054_Plate3Round1Start.JPG",1,3,"e",6,4,0,3,3623,448.315,86.122,0.697333333333333,52.9843333333333,31.8133333333333,1.67533333333333,0.603,0.925666666666667,0.353278548140781,0.397643739508536,0.249309271694133,5
"DSC_1054_Plate3Round1Start.JPG",1,3,"f",6,2,0,1,3062,258.291,87.752,0.577,89.471,49,2.109,0.474,0.876,0.352915033275595,0.387277023125779,0.260119427477436,6
"DSC_1054_Plate3Round1Start.JPG",1,3,"g",6,3,0,1,3449,259.865,82.245,0.642,91.439,55.707,1.924,0.52,0.881,0.348556143230592,0.387281901635358,0.264315966522788,7
"DSC_1054_Plate3Round1Start.JPG",1,3,"h",6,2,0,1,1729,189.38,86.386,0.606,66.851,33.59,2.173,0.46,0.892,0.369369265081533,0.392034974803016,0.238819561811713,8
"DSC_1054_Plate3Round1Start.JPG",1,3,"a",7,3,0,3,2777,401.102,87.6113333333333,0.647666666666667,43.9366666666667,32.9236666666667,1.31966666666667,0.772333333333333,0.870666666666667,0.349473351290843,0.376715917440026,0.273724892223253,1
"DSC_1054_Plate3Round1Start.JPG",1,3,"b",7,2,0,1,2831,284.877,83.502,0.438,83.738,48.34,1.945,0.514,0.847,0.343951841472859,0.387787118871404,0.268288983098209,2
"DSC_1054_Plate3Round1Start.JPG",1,3,"c",7,2,0,1,3520,298.291,86.437,0.497,92.892,52.235,1.941,0.515,0.869,0.352661475988292,0.393731850943462,0.25383805546236,3
"DSC_1054_Plate3Round1Start.JPG",1,3,"d",7,2,1,1,2232,203.137,86.879,0.68,75.392,42.02,1.937,0.516,0.9,0.346474215096091,0.393754532165425,0.259706027923894,4
"DSC_1054_Plate3Round1Start.JPG",1,3,"e",7,2,0,1,3177,269.948,83.724,0.548,87.321,49.853,1.825,0.548,0.889,0.350369467934324,0.401899893300209,0.247694806745975,5
"DSC_1054_Plate3Round1Start.JPG",1,3,"f",7,1,1,1,1169,144.024,91.796,0.708,51.74,32.322,1.544,0.648,0.927,0.354517989164379,0.391160834894767,0.254647987566633,6
"DSC_1054_Plate3Round1Start.JPG",1,3,"g",7,2,0,1,3150,285.948,91.719,0.484,91.679,49.912,2.171,0.461,0.849,0.36387953059526,0.386612006963297,0.250035434315682,7
"DSC_1054_Plate3Round1Start.JPG",1,3,"h",7,1,1,1,1529,199.238,83.602,0.484,65.391,35.188,1.808,0.553,0.895,0.353376713475754,0.380465379616118,0.266927425978645,8
"DSC_1054_Plate3Round1Start.JPG",1,3,"a",8,2,0,1,2322,245.179,88.96,0.485,81.744,38.698,2.399,0.417,0.882,0.343839928057554,0.373845923261391,0.282059352517986,1
"DSC_1054_Plate3Round1Start.JPG",1,3,"b",8,2,0,1,1757,299.061,91.317,0.247,65.46,40.097,1.712,0.584,0.801,0.349759628546711,0.388255563951218,0.261930053184694,2
"DSC_1054_Plate3Round1Start.JPG",1,3,"c",8,3,0,1,4548,324.434,80.492,0.543,108.683,60.736,1.981,0.505,0.856,0.345984694131094,0.396751644055724,0.257151849459159,3
"DSC_1054_Plate3Round1Start.JPG",1,3,"d",8,2,0,1,3158,288.777,87.938,0.476,93.236,50.585,2.042,0.49,0.84,0.356770300287324,0.396995610543792,0.246325062354538,4
"DSC_1054_Plate3Round1Start.JPG",1,3,"e",8,2,0,1,2631,258.978,88.569,0.493,81.4,48.236,1.882,0.531,0.84,0.358025945872709,0.398209305739028,0.244171211146112,5
"DSC_1054_Plate3Round1Start.JPG",1,3,"f",8,3,0,1,4010,295.806,83.034,0.576,96.208,64.603,1.774,0.564,0.848,0.352293438029402,0.397054218753763,0.250375348250917,6
"DSC_1054_Plate3Round1Start.JPG",1,3,"g",8,3,0,1,3084,256.149,84.108,0.591,89.443,51.912,1.958,0.511,0.862,0.353826825827111,0.394714731852697,0.251688305511961,7
"DSC_1054_Plate3Round1Start.JPG",1,3,"h",8,3,0,1,2404,212.451,78.871,0.669,75.166,43.188,1.809,0.553,0.909,0.35905465887335,0.399445508065914,0.241947821970898,8
"DSC_1054_Plate3Round1Start.JPG",1,3,"a",9,2,1,1,3011,265.664,84.467,0.536,86.279,49.403,1.89,0.529,0.876,0.345274880525333,0.377855651714082,0.276573494185106,1
"DSC_1054_Plate3Round1Start.JPG",1,3,"b",9,2,0,1,3632,257.421,83.894,0.689,83.006,62,1.293,0.774,0.929,0.336062968348948,0.381660190240065,0.281557679929435,2
"DSC_1054_Plate3Round1Start.JPG",1,3,"c",9,3,1,3,3249,471.044,93.7413333333333,0.417333333333333,47.986,25.545,2.25566666666667,0.453,0.760666666666667,0.36242907406627,0.384819727229635,0.253058973574517,3
"DSC_1054_Plate3Round1Start.JPG",1,3,"d",9,2,0,1,3182,251.179,89.215,0.634,83.863,51.703,1.736,0.576,0.888,0.345894748640924,0.386246707392255,0.267993050495993,4
"DSC_1054_Plate3Round1Start.JPG",1,3,"e",9,2,1,1,3305,274.978,88.556,0.549,90.874,49.827,1.993,0.502,0.884,0.350655705617538,0.390875077163979,0.258604724693979,5
"DSC_1054_Plate3Round1Start.JPG",1,3,"f",9,2,0,1,2340,206.551,87.877,0.689,71.12,43.341,1.714,0.583,0.909,0.354795149280623,0.396455652028783,0.249010928153366,6
"DSC_1054_Plate3Round1Start.JPG",1,3,"g",9,2,0,1,2209,235.38,85.983,0.501,82.71,41.294,2.227,0.449,0.873,0.354228936727803,0.389832873940197,0.256132026098182,7
"DSC_1054_Plate3Round1Start.JPG",1,3,"h",9,2,0,1,3214,270.492,84.357,0.552,90.609,51.51,1.981,0.505,0.868,0.357871901561222,0.389199078519467,0.253268845501855,8
"DSC_1054_Plate3Round1Start.JPG",1,3,"a",10,2,0,1,3188,298.291,80.4,0.45,87.693,52.128,1.819,0.55,0.844,0.346525704809287,0.387139303482587,0.266231343283582,1
"DSC_1054_Plate3Round1Start.JPG",1,3,"b",10,1,1,1,1905,189.38,86.597,0.667,65.069,39.598,1.746,0.573,0.918,0.346786455265964,0.388666274043366,0.264504928962127,2
"DSC_1054_Plate3Round1Start.JPG",1,3,"c",10,2,0,1,1485,190.894,93.657,0.512,62.968,36.793,1.948,0.513,0.85,0.34028066953529,0.379402144705325,0.2800395770382,3
"DSC_1054_Plate3Round1Start.JPG",1,3,"d",10,2,0,1,1942,220.35,94.111,0.503,72.111,39.891,1.887,0.53,0.862,0.34738411733662,0.384723004395519,0.268176231613024,4
"DSC_1054_Plate3Round1Start.JPG",1,3,"e",10,2,0,1,2414,257.907,92.072,0.456,76.655,46.284,1.729,0.578,0.861,0.347394792481247,0.388380832392041,0.264564688504649,5
"DSC_1054_Plate3Round1Start.JPG",1,3,"f",10,3,0,1,4653,344.333,79.541,0.493,103.846,72.681,1.671,0.598,0.822,0.357270673824401,0.404885530732578,0.237818651177799,6
"DSC_1054_Plate3Round1Start.JPG",1,3,"g",10,2,0,1,2982,254.492,91.884,0.579,84.959,50.594,1.879,0.532,0.869,0.356039499078548,0.383327528913267,0.261035653650255,7
"DSC_1054_Plate3Round1Start.JPG",1,3,"h",10,2,0,1,3738,297.019,77.072,0.532,98.234,58.093,1.856,0.539,0.856,0.351199743962356,0.391140751505086,0.258040101031071,8
"DSC_1054_Plate3Round1Start.JPG",1,3,"a",11,1,0,1,1339,191.723,79.199,0.458,63.151,35.421,1.668,0.599,0.809,0.331885503604844,0.37953341161715,0.287953972482818,1
"DSC_1054_Plate3Round1Start.JPG",1,3,"b",11,1,0,1,601,108.468,94.789,0.642,44.283,19.883,2.193,0.456,0.911,0.347403179693846,0.376770159688009,0.275710613397476,2
"DSC_1054_Plate3Round1Start.JPG",1,3,"c",11,1,0,1,1003,156.894,89.758,0.512,67.357,24.042,2.81,0.356,0.905,0.356529037337433,0.38414031804036,0.259401204720842,3
"DSC_1054_Plate3Round1Start.JPG",1,3,"d",11,3,0,1,4303,328.09,84.596,0.502,107.424,62.049,1.96,0.51,0.833,0.351198638233486,0.394289722130282,0.254688952984381,4
"DSC_1054_Plate3Round1Start.JPG",1,3,"e",11,2,0,1,2455,242.551,87.059,0.524,93.005,39.792,2.066,0.484,0.862,0.345727227129495,0.391768800468648,0.262615008212821,5
"DSC_1054_Plate3Round1Start.JPG",1,3,"f",11,2,0,1,2469,230.693,85.021,0.583,86.977,43.03,2.122,0.471,0.888,0.349795932769551,0.386869126451112,0.263507447179716,6
"DSC_1054_Plate3Round1Start.JPG",1,3,"g",11,2,0,1,2864,259.664,83.872,0.534,87.464,44.932,2.002,0.5,0.867,0.348332379498919,0.391624538980033,0.260281540124634,7
"DSC_1054_Plate3Round1Start.JPG",1,3,"h",11,2,0,1,1873,204.309,87.96,0.564,65.49,39.225,1.787,0.56,0.874,0.35704107927846,0.381120206154313,0.262175989085948,8
