"image","round","plate","row","col","dry","endlivefronds","enddeadfronds","particles","area","perim","mean","circ","feret","minferet","ar","round","solid","perred","pergreen","perblue","numrow","microbe","co2","temp","deltapix","deltaratio","tire","tirex","is.alive","is.dead","od600b","flod600b"
"DSC_1075_Plate3Round1End.JPG",1,3,"e",4,"",2,0,1,1102,278.333,73.596,0.179,62.482,32.906,2.313,0.432,0.649,0.429851260032248,0.471080855843615,0.0993079334021776,5,"y",657,22.9915011459129,-3,-0.00135931128228364,10,0.5,1,0,0.063,-2.7646205525906
"DSC_1075_Plate3Round1End.JPG",1,3,"f",4,"",3,1,1,4559,515.286,58.198,0.216,113.464,80.366,1.557,0.642,0.626,0.451825377733485,0.514570947455239,0.0337468641534073,6,"y",571,23.0674178762414,466,0.0538603791030976,10,0.5,1,0,0.003,-5.80914299031403
"DSC_1075_Plate3Round1End.JPG",1,3,"g",4,"",3,1,1,2812,265.421,59.81,0.502,73.41,57.037,1.417,0.706,0.871,0.441431198796188,0.49913058017054,0.059454940645377,7,"y",486,23.1433346065699,-281,-0.0475867908552075,10,0.5,1,0,0.191,-1.65548185093551
"DSC_1075_Plate3Round1End.JPG",1,3,"h",4,"y",1,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"y",400,23.2192513368984,-6215,-1,10,0.5,0,1,-0.002,-7.60090245954208
"DSC_1075_Plate3Round1End.JPG",1,3,"a",5,"",6,0,1,9165,520.056,58.375,0.426,147.187,107.103,1.413,0.708,0.815,0.394244111349036,0.474923625981442,0.130780870806567,1,"n",1000,22.2678475935829,6521,0.552205944618511,10,0.5,1,0,0.005,-5.29831736654804
"DSC_1075_Plate3Round1End.JPG",1,3,"b",5,"",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"n",914,22.3316749427044,-1595,-1,10,0.5,0,1,0.012,-4.42284862919414
"DSC_1075_Plate3Round1End.JPG",1,3,"c",5,"y",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"n",829,22.3955022918258,-2844,-1,10,0.5,0,1,-0.002,-7.60090245954208
"DSC_1075_Plate3Round1End.JPG",1,3,"d",5,"",2,1,1,2418,325.161,68.868,0.287,88.459,46.632,2.116,0.473,0.767,0.422349034868638,0.465639581034249,0.112050105515866,4,"n",743,22.4593296409473,803,0.199107364244979,10,0.5,1,0,0.228,-1.4784096500277
"DSC_1075_Plate3Round1End.JPG",1,3,"e",5,"",2,1,1,3376,326.475,67.562,0.398,97.867,51.042,2.182,0.458,0.816,0.435693634488815,0.489999309276418,0.0744994720898335,5,"n",657,22.5231569900688,1619,0.315410091564387,10,0.5,1,0,0.152,-1.88387475813586
"DSC_1075_Plate3Round1End.JPG",1,3,"f",5,"",7,2,2,11399,931.158,64.4935,0.3005,125.47,73.9855,1.9535,0.5275,0.7455,0.409430438666381,0.465558522628831,0.125061194743964,6,"n",571,22.5869843391902,6628,0.409894867037724,10,0.5,1,0,0.006,-5.11599580975408
"DSC_1075_Plate3Round1End.JPG",1,3,"g",5,"y",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"n",486,22.6508116883117,-7237,-1,10,0.5,0,1,-0.004,-7.60090245954208
"DSC_1075_Plate3Round1End.JPG",1,3,"h",5,"",6,1,1,11401,690.365,53.587,0.301,164.283,126.667,1.158,0.864,0.728,0.414491076815894,0.492171608785713,0.0934306206107202,8,"n",400,22.7146390374332,7255,0.466649514375764,10,0.5,1,0,0.105,-2.25379492882461
"DSC_1075_Plate3Round1End.JPG",1,3,"a",6,"",4,0,1,5292,428.859,61.379,0.362,114.403,90,1.4,0.714,0.748,0.409320234390698,0.468173153684485,0.122294813101115,1,"y",1000,21.8478609625668,2849,0.368325791855204,10,0.5,1,0,0.11,-2.20727491318972
"DSC_1075_Plate3Round1End.JPG",1,3,"b",6,"y",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"y",914,21.8995989304813,-2274,-1,10,0.5,0,1,-0.002,-7.60090245954208
"DSC_1075_Plate3Round1End.JPG",1,3,"c",6,"",1,1,1,1305,205.38,71.661,0.389,57.723,35.816,1.683,0.594,0.793,0.434192471032593,0.470651167766754,0.0952075280371006,3,"y",829,21.9513368983957,-246,-0.0861344537815126,10,0.5,1,0,0.014,-4.26869794936688
"DSC_1075_Plate3Round1End.JPG",1,3,"d",6,"",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"y",743,22.0030748663102,-3444,-1,10,0.5,0,1,0.041,-3.19418321227783
"DSC_1075_Plate3Round1End.JPG",1,3,"e",6,"",4,2,2,3531,525.47,69.3715,0.3295,65.521,45.232,1.5605,0.647,0.766,0.4391674491014,0.474359667111949,0.0857960940200319,5,"y",657,22.0548128342246,-92,-0.0128599384959463,10,0.5,1,0,0.142,-1.95192822138088
"DSC_1075_Plate3Round1End.JPG",1,3,"f",6,"",2,1,1,2073,288.049,67.534,0.314,91.241,53.866,2.022,0.495,0.656,0.415035389581544,0.461579846200926,0.123503223067887,6,"y",571,22.106550802139,-989,-0.192599805258033,10,0.5,1,0,0.208,-1.57021719928082
"DSC_1075_Plate3Round1End.JPG",1,3,"g",6,"y",1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"y",486,22.1582887700535,-3449,-1,10,0.5,0,1,-0.004,-7.60090245954208
"DSC_1075_Plate3Round1End.JPG",1,3,"h",6,"",1,1,1,1602,188.309,58.262,0.568,65.307,36.012,1.819,0.55,0.896,0.411365898870619,0.476119368828167,0.112468962045015,8,"y",400,22.2100267379679,-127,-0.0381266886820775,10,0.5,1,0,0.108,-2.22562405185792
"DSC_1075_Plate3Round1End.JPG",1,3,"a",7,"",4,1,2,5643,622.683,62.335,0.4175,84.9865,51.3985,1.771,0.5755,0.7815,0.401840127885956,0.469929282389207,0.128177843308057,1,"n",1000,21.4278743315508,2866,0.340380047505938,10,0.5,1,0,0.105,-2.25379492882461
"DSC_1075_Plate3Round1End.JPG",1,3,"b",7,"y",2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"n",914,21.4675229182582,-2831,-1,10,0.5,0,1,-0.002,-7.60090245954208
"DSC_1075_Plate3Round1End.JPG",1,3,"c",7,"",4,1,2,8063,741.519,74.2985,0.2185,102.8215,56.517,2.3085,0.435,0.5905,0.401305942183699,0.439933966115616,0.159472417392997,3,"n",829,21.5071715049656,4543,0.392212725546059,10,0.5,1,0,0.027,-3.61191841297781
"DSC_1075_Plate3Round1End.JPG",1,3,"d",7,"",4,1,1,7372,495.37,68.871,0.378,126.178,96.038,1.278,0.782,0.845,0.412994342079153,0.464675504445509,0.122736710661962,4,"n",743,21.546820091673,5140,0.535193669304456,10,0.5,1,0,0.013,-4.3428059215206
"DSC_1075_Plate3Round1End.JPG",1,3,"e",7,"",6,1,1,11883,850.573,69.471,0.206,162.262,120.831,1.367,0.731,0.738,0.394025324715829,0.461501921665155,0.144300019672477,5,"n",657,21.5864686783804,8706,0.57808764940239,10,0.5,1,0,0.014,-4.26869794936688
"DSC_1075_Plate3Round1End.JPG",1,3,"f",7,"",5,0,1,5206,614.08,74.487,0.173,110.018,95.128,1.094,0.914,0.739,0.405126621647625,0.456186985648502,0.138914620448311,6,"n",571,21.6261172650879,4037,0.633254901960784,10,0.5,1,0,0.176,-1.73727128394399
"DSC_1075_Plate3Round1End.JPG",1,3,"g",7,"y",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"n",486,21.6657658517953,-3150,-1,10,0.5,0,1,-0.005,-7.60090245954208
"DSC_1075_Plate3Round1End.JPG",1,3,"h",7,"",3,1,1,5246,458.458,55.535,0.314,125.252,71.99,2.304,0.434,0.766,0.399453797905225,0.475561957924432,0.124215959905165,8,"n",400,21.7054144385027,3717,0.548634686346864,10,0.5,1,0,0.139,-1.97328134585145
"DSC_1075_Plate3Round1End.JPG",1,3,"a",8,"",2,1,1,1769,203.38,54.569,0.537,55.471,49.594,1.155,0.866,0.875,0.446584446602772,0.515414734861674,0.0377625880383857,1,"y",1000,21.0078877005348,-553,-0.135174773893913,10,0.5,1,0,0.052,-2.95651156040071
"DSC_1075_Plate3Round1End.JPG",1,3,"b",8,"",1,1,1,1158,184.309,70.629,0.428,58.856,32.584,1.864,0.537,0.846,0.433514090057436,0.471340856211094,0.0942294713691732,2,"y",914,21.0354469060351,-599,-0.20548885077187,10,0.5,1,0,0.002,-6.21460809842219
"DSC_1075_Plate3Round1End.JPG",1,3,"c",8,"",4,1,2,3278,421.244,65.4485,0.4075,61.0365,40.6375,1.3845,0.728,0.8055,0.433913784823803,0.478343805628893,0.0874863171997892,3,"y",829,21.0630061115355,-1270,-0.162279580884232,10,0.5,1,0,0.228,-1.4784096500277
"DSC_1075_Plate3Round1End.JPG",1,3,"d",8,"y",1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"y",743,21.0905653170359,-3158,-1,10,0.5,0,1,-0.003,-7.60090245954208
"DSC_1075_Plate3Round1End.JPG",1,3,"e",8,"",2,1,1,1251,181.037,69.784,0.48,46.39,40.849,1.054,0.949,0.836,0.421295234819825,0.465364553479307,0.113450074515648,5,"y",657,21.1181245225363,-1380,-0.35548686244204,10,0.5,1,0,0.064,-2.74887219562247
"DSC_1075_Plate3Round1End.JPG",1,3,"f",8,"y",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"y",571,21.1456837280367,-4010,-1,10,0.5,0,1,-0.003,-7.60090245954208
"DSC_1075_Plate3Round1End.JPG",1,3,"g",8,"",4,1,1,2988,395.688,65.466,0.24,89.694,67.823,1.359,0.736,0.712,0.433741687797228,0.480325665230807,0.0856882452978136,7,"y",486,21.1732429335371,-96,-0.0158102766798419,10,0.5,1,0,0.004,-5.52146091786225
"DSC_1075_Plate3Round1End.JPG",1,3,"h",8,"",3,0,1,4176,354.718,53.567,0.417,103.586,66.48,1.753,0.57,0.824,0.441633841730916,0.511309823834326,0.0473052439001624,8,"y",400,21.2008021390374,1772,0.269300911854103,10,0.5,1,0,0.063,-2.7646205525906
"DSC_1075_Plate3Round1End.JPG",1,3,"a",9,"",4,1,1,7102,616.281,58.231,0.235,146.086,97.51,1.589,0.629,0.731,0.408785698339373,0.474111727430406,0.117188439147533,1,"n",1000,20.5879010695187,4091,0.404528824285573,10,0.5,1,0,0.055,-2.90042209374967
"DSC_1075_Plate3Round1End.JPG",1,3,"b",9,"",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"n",914,20.6033708938121,-3632,-1,10,0.5,0,1,0.002,-6.21460809842219
"DSC_1075_Plate3Round1End.JPG",1,3,"c",9,"",6,2,1,7271,555.997,71.762,0.296,146.758,99,1.464,0.683,0.75,0.400852819040718,0.449736629413896,0.149443066432559,3,"n",829,20.6188407181054,4022,0.382319391634981,10,0.5,1,0,0.113,-2.1803674602698
"DSC_1075_Plate3Round1End.JPG",1,3,"d",9,"y",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"n",743,20.6343105423988,-3182,-1,10,0.5,0,1,-0.003,-7.60090245954208
"DSC_1075_Plate3Round1End.JPG",1,3,"e",9,"",4,0,1,7645,562.666,71.068,0.303,159.063,85.829,2.343,0.427,0.736,0.392577062344046,0.450545017917112,0.156455788821973,5,"n",657,20.6497803666921,4340,0.39634703196347,10,0.5,1,0,0.004,-5.52146091786225
"DSC_1075_Plate3Round1End.JPG",1,3,"f",9,"",5,1,2,6805,711.134,72.557,0.2975,96.0085,49.2505,2.2295,0.4485,0.762,0.406451072817948,0.456862306389191,0.136923990091658,6,"n",571,20.6652501909855,4465,0.48824494259158,10,0.5,1,0,0.127,-2.06356819252355
"DSC_1075_Plate3Round1End.JPG",1,3,"g",9,"almostdry",2,1,1,1047,234.345,82.229,0.24,86.954,22.624,4.846,0.206,0.66,0.350472461053886,0.38178744725097,0.267845488412442,7,"n",486,20.6807200152788,-1162,-0.356879606879607,10,0.5,1,0,0.008,-4.8283137373023
"DSC_1075_Plate3Round1End.JPG",1,3,"h",9,"",2,1,1,2691,355.304,55.706,0.268,90.697,52.615,1.849,0.541,0.758,0.411756962146507,0.476280233128688,0.11208248064242,8,"n",400,20.6961898395722,-523,-0.0885690093141406,10,0.5,1,0,-0.003,-7.60090245954208
"DSC_1075_Plate3Round1End.JPG",1,3,"a",10,"",3,1,2,3062,356.639,62.582,0.4405,55.0225,39.09,1.3085,0.7665,0.7365,0.409021874568941,0.467486471360669,0.123813365469335,1,"y",1000,20.1679144385027,-126,-0.02016,10,0.5,1,0,0.056,-2.88240358824699
"DSC_1075_Plate3Round1End.JPG",1,3,"b",10,"",2,1,1,1585,202.995,69.35,0.483,57.009,45.841,1.048,0.954,0.872,0.422734919490507,0.469992790194665,0.107728911319394,2,"y",914,20.171294881589,-320,-0.0916905444126074,10,0.5,1,0,0.01,-4.60517018598809
"DSC_1075_Plate3Round1End.JPG",1,3,"c",10,"",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"y",829,20.1746753246753,-1485,-1,10,0.5,0,1,0.007,-4.96184512992682
"DSC_1075_Plate3Round1End.JPG",1,3,"d",10,"",2,1,1,2157,320.818,74.987,0.263,86.145,47.757,2.115,0.473,0.665,0.417427909726575,0.460955454501002,0.122030040762621,4,"y",743,20.1780557677616,215,0.0524518175164674,10,0.5,1,0,0.062,-2.78062089393705
"DSC_1075_Plate3Round1End.JPG",1,3,"e",10,"",2,1,1,3481,329.061,68.548,0.404,96.047,63.867,1.648,0.607,0.824,0.409994942716539,0.470171753126763,0.120018089513917,5,"y",657,20.181436210848,1067,0.181000848176421,10,0.5,1,0,0.039,-3.24419363285249
"DSC_1075_Plate3Round1End.JPG",1,3,"f",10,"y",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"y",571,20.1848166539343,-4653,-1,10,0.5,0,1,-0.004,-7.60090245954208
"DSC_1075_Plate3Round1End.JPG",1,3,"g",10,"y",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"y",486,20.1881970970206,-2982,-1,10,0.5,0,1,-0.004,-7.60090245954208
"DSC_1075_Plate3Round1End.JPG",1,3,"h",10,"",2,1,1,2691,355.304,55.706,0.268,90.697,52.615,1.849,0.541,0.758,0.411756962146507,0.476280233128688,0.11208248064242,8,"y",400,20.191577540107,-1047,-0.162855809612692,10,0.5,1,0,0.08,-2.52572864430826
"DSC_1075_Plate3Round1End.JPG",1,3,"a",11,"y",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"n",1000,19.7479278074866,-1339,-1,10,0.5,0,1,-0.003,-7.60090245954208
"DSC_1075_Plate3Round1End.JPG",1,3,"b",11,"",1,1,1,3251,397.245,72.659,0.259,116.778,48.016,2.968,0.337,0.733,0.373672451680682,0.44694623744707,0.179349197392385,2,"n",914,19.7392188693659,2650,0.687954309449637,10,0.5,1,0,0.052,-2.95651156040071
"DSC_1075_Plate3Round1End.JPG",1,3,"c",11,"",2,1,1,5241,518.34,71.411,0.245,118.258,79.27,1.761,0.568,0.738,0.375222304686953,0.446439157366045,0.178315198872256,3,"n",829,19.7305099312452,4238,0.678731582319026,10,0.5,1,0,0.009,-4.71053070164592
"DSC_1075_Plate3Round1End.JPG",1,3,"d",11,"y",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"n",743,19.7218009931245,-4303,-1,10,0.5,0,1,-0.004,-7.60090245954208
"DSC_1075_Plate3Round1End.JPG",1,3,"e",11,"",6,0,1,8499,615.294,70.787,0.282,132.458,113.092,1.081,0.925,0.796,0.390311780411657,0.459778396221528,0.149839188928287,5,"n",657,19.7130920550038,6044,0.551761913456272,10,0.5,1,0,0.007,-4.96184512992682
"DSC_1075_Plate3Round1End.JPG",1,3,"f",11,"",4,2,1,5846,438.801,66.817,0.382,133.454,73.383,2.156,0.464,0.774,0.39256975520202,0.454390349761288,0.152960075030806,6,"n",571,19.7043831168831,3377,0.406133493686109,10,0.5,1,0,0.032,-3.44201937618241
"DSC_1075_Plate3Round1End.JPG",1,3,"g",11,"",5,0,1,9319,600.909,66.525,0.324,142.004,118.298,1.384,0.723,0.767,0.381651008392835,0.455673305774771,0.162820994613554,7,"n",486,19.6956741787624,6455,0.529836657637692,10,0.5,1,0,0.017,-4.07454193492592
"DSC_1075_Plate3Round1End.JPG",1,3,"h",11,"",2,0,1,2302,386.316,60.534,0.194,132.575,40.097,3.253,0.307,0.584,0.406339137234171,0.468111584674178,0.125642889395491,8,"n",400,19.6869652406417,429,0.102754491017964,10,0.5,1,0,0.084,-2.47693848013882
"DSC_1075_Plate3Round1End.JPG",1,3,"a",12,"",4,0,1,5599,478.156,55.484,0.308,131.529,81.368,1.583,0.632,0.769,0.384651431043184,0.456594093192031,0.159523466224497,1,"y",1000,19.3279411764706,2295,0.257778276985286,10,0.5,1,0,0.019,-3.9633162998157
"DSC_1075_Plate3Round1End.JPG",1,3,"b",12,"",2,2,1,1627,205.622,57.394,0.484,60.605,46.614,1.228,0.815,0.837,0.405675389994308,0.486026413910862,0.108373697599052,2,"y",914,19.3071428571429,121,0.038621129907437,10,0.5,1,0,0.089,-2.41911890925
"DSC_1075_Plate3Round1End.JPG",1,3,"c",12,"",2,0,1,2868,276.191,71.834,0.472,86.354,49.502,2.003,0.499,0.813,0.405281621516274,0.447137381555624,0.14738146281705,3,"y",829,19.2863445378151,1184,0.260105448154657,10,0.5,1,0,0.079,-2.53830742651512
"DSC_1075_Plate3Round1End.JPG",1,3,"d",12,"",2,1,1,2072,209.137,66.445,0.595,68.25,42.735,1.621,0.617,0.905,0.42747635889332,0.48134045701959,0.0912082674894023,4,"y",743,19.2655462184874,40,0.00974658869395711,10,0.5,1,0,0.234,-1.45243416362444
"DSC_1075_Plate3Round1End.JPG",1,3,"e",12,"",2,0,1,3712,254.46,60.749,0.72,89.694,58.737,1.628,0.614,0.902,0.435672466487789,0.499448550593425,0.0647033970380857,5,"y",657,19.2447478991597,-629,-0.0781075375636409,10,0.5,1,0,0.139,-1.97328134585145
"DSC_1075_Plate3Round1End.JPG",1,3,"f",12,"",3,0,1,2670,400.801,64.838,0.209,96.26,55.088,1.624,0.616,0.667,0.436950553687652,0.485759379787573,0.0770330156184131,6,"y",571,19.2239495798319,945,0.215017064846416,10,0.5,1,0,0.01,-4.60517018598809
"DSC_1075_Plate3Round1End.JPG",1,3,"g",12,"almostdry",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"y",486,19.2031512605042,-2909,-1,10,0.5,0,1,0.002,-6.21460809842219
"DSC_1075_Plate3Round1End.JPG",1,3,"h",12,"almostdry",1,1,1,302,150.995,62.513,0.166,36.139,18.664,2.47,0.405,0.56,0.395517732311679,0.42120838865516,0.182511370968172,8,"y",400,19.1823529411765,-1975,-0.76580069794494,10,0.5,1,0,0.001,-6.90775527898214
"DSC_1091_Plate1Round2End.JPG",2,1,"a",1,"",1,2,1,431,101.983,86.014,0.521,37,20.795,1.956,0.511,0.821,0.390502321327536,0.402961533393789,0.206714410832345,1,"n",1000,29.283734939759,-66,-0.0711206896551724,0,0,1,0,0.001,-6.90775527898214
"DSC_1091_Plate1Round2End.JPG",2,1,"b",1,"",2,2,1,786,125.539,82.125,0.627,40.025,30.928,1.262,0.793,0.879,0.37135261288686,0.392097412480974,0.236489091831558,2,"n",914,29.0987951807229,197,0.143272727272727,0,0,1,0,0.007,-4.96184512992682
"DSC_1091_Plate1Round2End.JPG",2,1,"c",1,"",1,1,1,378,78.083,89.542,0.779,26.42,21.575,1.238,0.808,0.888,0.36097771623,0.378961827968998,0.260507173542397,3,"n",829,28.9138554216867,-91,-0.107438016528926,0,0,1,0,0.003,-5.80914299031403
"DSC_1091_Plate1Round2End.JPG",2,1,"d",1,"",2,2,1,1475,182.551,78.804,0.556,69.462,35.579,2.157,0.464,0.883,0.370683383246197,0.402479569564997,0.227200818909362,4,"n",743,28.7289156626506,828,0.390197926484449,0,0,1,0,0.004,-5.52146091786225
"DSC_1091_Plate1Round2End.JPG",2,1,"e",1,"",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"n",657,28.5439759036145,-490,-1,0,0,0,1,0,-7.60090245954208
"DSC_1091_Plate1Round2End.JPG",2,1,"f",1,"",1,4,1,646,106.811,88.916,0.712,37.59,24.165,1.581,0.632,0.918,0.366840613612848,0.388051644248504,0.245632582062471,6,"n",571,28.3590361445783,34,0.027027027027027,0,0,1,0,0.003,-5.80914299031403
"DSC_1091_Plate1Round2End.JPG",2,1,"g",1,"",2,2,1,3591,334.375,73.352,0.404,92.179,71.65,1.579,0.633,0.798,0.382420838332061,0.419824953648162,0.19790871414549,7,"n",486,28.1740963855422,2878,0.668680297397769,0,0,1,0,0.002,-6.21460809842219
"DSC_1091_Plate1Round2End.JPG",2,1,"h",1,"",1,2,1,1086,148.853,67.604,0.616,51.614,31.775,1.555,0.643,0.906,0.398230873912786,0.429323708656292,0.17231721988837,8,"n",400,27.989156626506,176,0.0881763527054108,0,0,1,0,0.005,-5.29831736654804
"DSC_1091_Plate1Round2End.JPG",2,1,"a",2,"",3,2,1,2434,227.179,79.422,0.593,87.664,41.936,2.204,0.454,0.893,0.352950064213946,0.399473697464179,0.247878421596031,1,"y",1000,27.8749178532311,2110,0.765047135605511,0,0,1,0,0.009,-4.71053070164592
"DSC_1091_Plate1Round2End.JPG",2,1,"b",2,"",2,2,1,3232,276.877,82.83,0.53,99.045,45.601,2.153,0.464,0.888,0.361097026037265,0.409899794760352,0.229131957020403,2,"y",914,27.710295728368,2483,0.623712635016328,0,0,1,0,0.009,-4.71053070164592
"DSC_1091_Plate1Round2End.JPG",2,1,"c",2,"",2,2,1,1578,196.693,93.909,0.513,64.475,39.1,1.64,0.61,0.849,0.359255591405864,0.396586056714479,0.244584296144849,3,"y",829,27.5456736035049,1173,0.591527987897126,0,0,1,0,0.009,-4.71053070164592
"DSC_1091_Plate1Round2End.JPG",2,1,"d",2,"",1,4,1,330,80.426,104.739,0.641,32.249,15.612,2.338,0.428,0.83,0.355776422026816,0.371195702333101,0.273591180617217,4,"y",743,27.3810514786418,-315,-0.323076923076923,0,0,1,0,0.017,-4.07454193492592
"DSC_1091_Plate1Round2End.JPG",2,1,"e",2,"",2,1,1,2052,275.463,102.231,0.34,79.48,49.278,1.872,0.534,0.701,0.357155200803409,0.388212316551079,0.254749863870385,5,"y",657,27.2164293537788,1354,0.492363636363636,0,0,1,0,0.009,-4.71053070164592
"DSC_1091_Plate1Round2End.JPG",2,1,"f",2,"",2,1,1,596,102.225,93.547,0.717,37.656,24.773,1.595,0.627,0.896,0.359933153031809,0.391421780851693,0.248826792948999,6,"y",571,27.0518072289157,-719,-0.376242804814233,0,0,1,0,0.001,-6.90775527898214
"DSC_1091_Plate1Round2End.JPG",2,1,"g",2,"",2,2,3,721,173.581,94.853,0.801333333333333,19.7183333333333,15.2616666666667,1.30533333333333,0.767333333333333,0.898,0.366343328645866,0.374613992552619,0.259317549846788,7,"y",486,26.8871851040526,-603,-0.294865525672372,0,0,1,0,0.016,-4.13516655674236
"DSC_1091_Plate1Round2End.JPG",2,1,"h",2,"",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"y",400,26.7225629791895,-582,-1,0,0,0,1,0.017,-4.07454193492592
"DSC_1091_Plate1Round2End.JPG",2,1,"a",3,"",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"n",1000,26.4661007667032,-1314,-1,0,0,0,1,0.001,-6.90775527898214
"DSC_1091_Plate1Round2End.JPG",2,1,"b",3,"",1,3,1,310,80.184,104.729,0.606,27.313,18,1.462,0.684,0.877,0.363242272913902,0.377103444763787,0.259717938679831,2,"n",914,26.3217962760131,-181,-0.225967540574282,0,0,1,0,0.002,-6.21460809842219
"DSC_1091_Plate1Round2End.JPG",2,1,"c",3,"",1,3,1,640,111.054,90.184,0.652,38.897,25,1.564,0.639,0.89,0.344602885951684,0.379365149767882,0.275813891599397,3,"n",829,26.1774917853231,63,0.0517666392769104,0,0,1,0,0.005,-5.29831736654804
"DSC_1091_Plate1Round2End.JPG",2,1,"d",3,"",4,5,2,3619,462.6,100.5385,0.451,74.471,41.683,2.024,0.497,0.79,0.35716179534468,0.388386486597711,0.254635181886295,4,"n",743,26.0331872946331,2202,0.437251787132645,0,0,1,0,0.001,-6.90775527898214
"DSC_1091_Plate1Round2End.JPG",2,1,"e",3,"",5,4,2,7397,712.506,87.3115,0.4065,97.841,62.287,1.8595,0.569,0.8385,0.35146404889777,0.405386160813057,0.243621755522437,5,"n",657,25.888882803943,5983,0.679037566678016,0,0,1,0,0.005,-5.29831736654804
"DSC_1091_Plate1Round2End.JPG",2,1,"f",3,"",2,1,1,2342,239.865,91.233,0.512,86.816,43.531,2.308,0.433,0.809,0.343088575405829,0.389968542084553,0.267154794135163,6,"n",571,25.744578313253,1706,0.572867696440564,0,0,1,0,0.002,-6.21460809842219
"DSC_1091_Plate1Round2End.JPG",2,1,"g",3,"",3,2,2,1520,235.664,94.8755,0.6985,39.6005,27.069,1.438,0.709,0.8755,0.35871075419048,0.385007502579604,0.256183219862753,7,"n",486,25.600273822563,968,0.467181467181467,0,0,1,0,0.001,-6.90775527898214
"DSC_1091_Plate1Round2End.JPG",2,1,"h",3,"",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"n",400,25.4559693318729,-1604,-1,0,0,0,1,0.005,-5.29831736654804
"DSC_1091_Plate1Round2End.JPG",2,1,"a",4,"",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"y",1000,25.0572836801752,-712,-1,0,0,0,1,0.001,-6.90775527898214
"DSC_1091_Plate1Round2End.JPG",2,1,"b",4,"",1,1,1,539,97.983,89.677,0.706,35.735,23,1.39,0.719,0.894,0.337098698662979,0.374503310027469,0.287792113176548,2,"y",914,24.9332968236583,-253,-0.190082644628099,0,0,1,0,0.013,-4.3428059215206
"DSC_1091_Plate1Round2End.JPG",2,1,"c",4,"",1,4,1,1928,226.836,101.799,0.471,79.812,40.417,1.963,0.509,0.853,0.344433638837317,0.384155705524285,0.271613670075345,3,"y",829,24.8093099671413,1292,0.50390015600624,0,0,1,0,0.024,-3.72970144863419
"DSC_1091_Plate1Round2End.JPG",2,1,"d",4,"",2,2,2,1969,281.421,100.394,0.4235,50.538,23.9895,2.167,0.476,0.8115,0.364268551305885,0.385170224786414,0.250732315852274,4,"y",743,24.6853231106243,920,0.304837640821736,0,0,1,0,0,-7.60090245954208
"DSC_1091_Plate1Round2End.JPG",2,1,"e",4,"",1,3,1,705,111.539,100.624,0.712,40.817,26.688,1.575,0.635,0.895,0.357982853659829,0.388008824932422,0.253965256797583,5,"y",657,24.5613362541073,-339,-0.193825042881647,0,0,1,0,0.011,-4.50986000618377
"DSC_1091_Plate1Round2End.JPG",2,1,"f",4,"",1,2,1,615,123.296,96.587,0.508,37.336,24.403,1.533,0.652,0.824,0.367026618489031,0.39172283364566,0.241091796342503,6,"y",571,24.4373493975904,118,0.106115107913669,0,0,1,0,0.001,-6.90775527898214
"DSC_1091_Plate1Round2End.JPG",2,1,"g",4,"",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"y",486,24.3133625410734,-1443,-1,0,0,0,1,0.001,-6.90775527898214
